lat_grid,lon_grid,total_crashes,total_danger_score,avg_deaths,avg_injuries,avg_hour,avg_dayofweek,high_risk_label
30.146,-97.8,2,2,0.0,1.0,5.0,4.0,0
30.146,-97.794,25,21,0.04,0.64,11.44,2.84,0
30.146,-97.787,2,1,0.0,0.5,3.0,1.0,0
30.146,-97.74,1,0,0.0,0.0,3.0,0.0,0
30.146,-97.738,1,2,0.0,2.0,16.0,6.0,0
30.146,-97.737,1,0,0.0,0.0,4.0,0.0,0
30.146,-97.624,41,28,0.0,0.6829268292682927,13.78048780487805,3.5853658536585367,0
30.146,-97.623,8,6,0.0,0.75,8.25,3.125,0
30.146,-97.622,2,0,0.0,0.0,17.5,5.0,0
30.147,-97.858,1,0,0.0,0.0,8.0,5.0,0
30.147,-97.854,5,7,0.0,1.4,15.8,4.0,0
30.147,-97.841,1,0,0.0,0.0,8.0,3.0,0
30.147,-97.807,1,1,0.0,1.0,8.0,4.0,0
30.147,-97.804,7,8,0.0,1.1428571428571428,13.0,3.2857142857142856,0
30.147,-97.799,1,0,0.0,0.0,9.0,2.0,0
30.147,-97.794,30,22,0.0,0.7333333333333333,13.133333333333333,2.6666666666666665,0
30.147,-97.793,12,6,0.0,0.5,10.916666666666666,3.4166666666666665,0
30.147,-97.785,1,1,0.0,1.0,21.0,5.0,0
30.147,-97.777,1,0,0.0,0.0,4.0,6.0,0
30.147,-97.742,1,0,0.0,0.0,18.0,2.0,0
30.147,-97.741,1,0,0.0,0.0,22.0,5.0,0
30.148,-97.855,21,9,0.0,0.42857142857142855,12.761904761904763,3.2857142857142856,0
30.148,-97.843,1,0,0.0,0.0,17.0,3.0,0
30.148,-97.794,1,2,0.0,2.0,20.0,5.0,0
30.148,-97.793,17,20,0.0,1.1764705882352942,9.882352941176471,2.9411764705882355,0
30.148,-97.783,1,0,0.0,0.0,21.0,5.0,0
30.148,-97.751,3,1,0.0,0.3333333333333333,8.666666666666666,5.0,0
30.148,-97.74,1,0,0.0,0.0,20.0,5.0,0
30.148,-97.623,2,1,0.0,0.5,16.0,4.0,0
30.149,-97.855,1,1,0.0,1.0,0.0,1.0,0
30.149,-97.854,1,0,0.0,0.0,4.0,6.0,0
30.149,-97.851,1,2,0.0,2.0,16.0,5.0,0
30.149,-97.85,5,7,0.0,1.4,12.8,4.0,0
30.149,-97.849,1,1,0.0,1.0,18.0,5.0,0
30.149,-97.839,1,0,0.0,0.0,7.0,5.0,0
30.149,-97.838,1,0,0.0,0.0,13.0,0.0,0
30.149,-97.81,1,0,0.0,0.0,0.0,5.0,0
30.149,-97.809,1,0,0.0,0.0,3.0,1.0,0
30.149,-97.799,2,1,0.0,0.5,9.5,0.5,0
30.149,-97.793,27,16,0.0,0.5925925925925926,11.037037037037036,3.2222222222222223,0
30.149,-97.792,1,0,0.0,0.0,10.0,5.0,0
30.149,-97.743,3,0,0.0,0.0,14.333333333333334,5.0,0
30.149,-97.741,2,1,0.0,0.5,1.0,2.0,0
30.149,-97.74,1,0,0.0,0.0,16.0,1.0,0
30.15,-97.842,1,3,0.0,3.0,19.0,4.0,0
30.15,-97.841,2,0,0.0,0.0,12.0,4.0,0
30.15,-97.839,4,3,0.0,0.75,9.5,2.75,0
30.15,-97.838,2,1,0.0,0.5,19.5,2.0,0
30.15,-97.837,1,0,0.0,0.0,16.0,3.0,0
30.15,-97.836,2,2,0.0,1.0,1.0,5.0,0
30.15,-97.835,1,0,0.0,0.0,11.0,2.0,0
30.15,-97.833,88,56,0.011363636363636364,0.5795454545454546,15.045454545454545,2.909090909090909,1
30.15,-97.832,1,0,0.0,0.0,0.0,3.0,0
30.15,-97.808,1,1,0.0,1.0,20.0,0.0,0
30.15,-97.803,2,0,0.0,0.0,15.5,2.5,0
30.15,-97.802,2,1,0.0,0.5,19.0,2.0,0
30.15,-97.794,1,0,0.0,0.0,2.0,4.0,0
30.15,-97.793,51,46,0.0196078431372549,0.803921568627451,11.568627450980392,3.196078431372549,1
30.15,-97.792,32,23,0.0,0.71875,11.09375,3.09375,0
30.15,-97.788,2,0,0.0,0.0,10.0,6.0,0
30.15,-97.766,6,1,0.0,0.16666666666666666,15.166666666666666,3.5,0
30.15,-97.754,1,0,0.0,0.0,16.0,0.0,0
30.15,-97.753,1,0,0.0,0.0,7.0,0.0,0
30.15,-97.747,1,0,0.0,0.0,8.0,3.0,0
30.15,-97.746,2,3,0.0,1.5,8.5,5.5,0
30.15,-97.738,1,0,0.0,0.0,7.0,0.0,0
30.151,-97.859,1,0,0.0,0.0,20.0,4.0,0
30.151,-97.858,2,2,0.0,1.0,9.0,3.0,0
30.151,-97.856,4,2,0.0,0.5,15.25,4.5,0
30.151,-97.843,1,0,0.0,0.0,7.0,6.0,0
30.151,-97.839,2,1,0.0,0.5,6.5,6.0,0
30.151,-97.833,20,18,0.0,0.9,16.15,2.75,0
30.151,-97.817,1,1,0.0,1.0,1.0,4.0,0
30.151,-97.811,1,0,0.0,0.0,7.0,1.0,0
30.151,-97.809,1,0,0.0,0.0,0.0,1.0,0
30.151,-97.802,4,4,0.0,1.0,12.5,2.0,0
30.151,-97.798,1,1,0.0,1.0,21.0,3.0,0
30.151,-97.797,2,3,0.0,1.5,11.5,3.0,0
30.151,-97.793,9,7,0.0,0.7777777777777778,10.88888888888889,4.0,0
30.151,-97.792,28,26,0.0,0.9285714285714286,13.321428571428571,2.5714285714285716,0
30.151,-97.765,1,0,0.0,0.0,1.0,6.0,0
30.151,-97.755,1,1,0.0,1.0,0.0,0.0,0
30.151,-97.754,15,19,0.0,1.2666666666666666,13.066666666666666,2.533333333333333,0
30.151,-97.75,1,1,0.0,1.0,1.0,6.0,0
30.151,-97.747,3,3,0.0,1.0,7.666666666666667,4.333333333333333,0
30.151,-97.742,1,0,0.0,0.0,1.0,0.0,0
30.151,-97.741,1,0,0.0,0.0,13.0,0.0,0
30.151,-97.74,4,1,0.0,0.25,14.75,2.5,0
30.152,-97.858,2,1,0.0,0.5,17.5,3.0,0
30.152,-97.857,2,0,0.0,0.0,18.5,3.0,0
30.152,-97.856,1,1,0.0,1.0,1.0,0.0,0
30.152,-97.844,1,1,0.0,1.0,15.0,6.0,0
30.152,-97.833,7,7,0.0,1.0,12.571428571428571,4.142857142857143,0
30.152,-97.828,1,1,0.0,1.0,20.0,3.0,0
30.152,-97.817,1,0,0.0,0.0,14.0,2.0,0
30.152,-97.802,2,3,0.0,1.5,16.5,0.5,0
30.152,-97.792,28,18,0.0,0.6428571428571429,10.392857142857142,2.892857142857143,0
30.152,-97.791,1,0,0.0,0.0,18.0,0.0,0
30.152,-97.787,1,0,0.0,0.0,17.0,0.0,0
30.152,-97.784,1,0,0.0,0.0,4.0,6.0,0
30.152,-97.765,44,39,0.0,0.8863636363636364,12.454545454545455,3.2954545454545454,1
30.152,-97.764,2,0,0.0,0.0,11.5,4.0,0
30.152,-97.763,3,2,0.0,0.6666666666666666,13.0,3.6666666666666665,0
30.152,-97.762,7,4,0.0,0.5714285714285714,12.142857142857142,2.4285714285714284,0
30.152,-97.761,2,0,0.0,0.0,14.5,2.5,0
30.152,-97.759,1,0,0.0,0.0,1.0,5.0,0
30.152,-97.757,3,6,0.0,2.0,14.666666666666666,4.0,0
30.152,-97.749,4,1,0.0,0.25,12.5,4.5,0
30.152,-97.748,1,1,0.0,1.0,14.0,0.0,0
30.152,-97.742,1,0,0.0,0.0,8.0,0.0,0
30.152,-97.74,3,8,0.0,2.6666666666666665,14.0,1.3333333333333333,0
30.152,-97.739,5,1,0.0,0.2,5.2,1.8,0
30.153,-97.862,1,0,0.0,0.0,17.0,6.0,0
30.153,-97.859,1,1,0.0,1.0,1.0,6.0,0
30.153,-97.857,14,8,0.0,0.5714285714285714,13.642857142857142,3.357142857142857,0
30.153,-97.856,1,1,0.0,1.0,20.0,3.0,0
30.153,-97.847,2,0,0.0,0.0,2.5,5.0,0
30.153,-97.846,1,0,0.0,0.0,15.0,0.0,0
30.153,-97.842,1,0,0.0,0.0,1.0,2.0,0
30.153,-97.84,1,0,0.0,0.0,11.0,1.0,0
30.153,-97.839,1,0,0.0,0.0,21.0,4.0,0
30.153,-97.838,2,1,0.0,0.5,3.5,4.0,0
30.153,-97.833,29,17,0.0,0.5862068965517241,11.413793103448276,2.896551724137931,0
30.153,-97.817,2,1,0.0,0.5,12.5,4.0,0
30.153,-97.801,3,3,0.0,1.0,12.333333333333334,5.0,0
30.153,-97.797,1,1,0.0,1.0,1.0,3.0,0
30.153,-97.795,1,2,0.0,2.0,15.0,4.0,0
30.153,-97.794,2,0,0.0,0.0,6.5,3.0,0
30.153,-97.793,1,1,0.0,1.0,13.0,2.0,0
30.153,-97.792,48,34,0.0,0.7083333333333334,12.3125,3.5,0
30.153,-97.791,25,21,0.08,0.44,9.44,2.92,0
30.153,-97.786,2,0,0.0,0.0,5.5,2.0,0
30.153,-97.785,1,0,0.0,0.0,13.0,5.0,0
30.153,-97.762,1,1,0.0,1.0,1.0,0.0,0
30.153,-97.747,1,0,0.0,0.0,5.0,1.0,0
30.153,-97.745,4,2,0.0,0.5,17.0,2.5,0
30.153,-97.742,1,2,0.0,2.0,9.0,5.0,0
30.153,-97.737,2,1,0.0,0.5,11.5,4.0,0
30.153,-97.729,1,2,0.0,2.0,20.0,5.0,0
30.153,-97.67,5,0,0.0,0.0,14.6,3.0,0
30.153,-97.669,4,1,0.0,0.25,9.75,1.75,0
30.154,-97.858,3,0,0.0,0.0,3.6666666666666665,1.6666666666666667,0
30.154,-97.857,1,0,0.0,0.0,5.0,5.0,0
30.154,-97.853,4,1,0.0,0.25,14.0,2.75,0
30.154,-97.845,1,3,0.0,3.0,0.0,1.0,0
30.154,-97.837,2,0,0.0,0.0,3.5,1.0,0
30.154,-97.833,6,3,0.0,0.5,4.666666666666667,4.666666666666667,0
30.154,-97.83,1,0,0.0,0.0,13.0,3.0,0
30.154,-97.829,1,0,0.0,0.0,13.0,4.0,0
30.154,-97.817,1,0,0.0,0.0,9.0,0.0,0
30.154,-97.801,7,2,0.0,0.2857142857142857,16.285714285714285,2.2857142857142856,0
30.154,-97.798,1,0,0.0,0.0,19.0,2.0,0
30.154,-97.797,1,1,0.0,1.0,7.0,4.0,0
30.154,-97.796,2,3,0.0,1.5,11.5,5.5,0
30.154,-97.793,1,0,0.0,0.0,0.0,0.0,0
30.154,-97.792,48,37,0.0,0.7708333333333334,11.666666666666666,3.375,0
30.154,-97.791,80,50,0.0,0.625,14.4125,3.15,1
30.154,-97.787,2,0,0.0,0.0,13.5,2.5,0
30.154,-97.752,1,0,0.0,0.0,20.0,5.0,0
30.154,-97.745,6,4,0.0,0.6666666666666666,8.333333333333334,3.3333333333333335,0
30.154,-97.744,1,1,0.0,1.0,4.0,5.0,0
30.154,-97.743,1,1,0.0,1.0,22.0,0.0,0
30.154,-97.742,1,0,0.0,0.0,23.0,6.0,0
30.154,-97.74,1,0,0.0,0.0,12.0,0.0,0
30.154,-97.739,2,1,0.0,0.5,4.0,5.5,0
30.154,-97.737,1,1,0.0,1.0,5.0,6.0,0
30.154,-97.669,19,21,0.0,1.105263157894737,10.894736842105264,2.789473684210526,0
30.154,-97.668,1,0,0.0,0.0,3.0,0.0,0
30.155,-97.861,1,0,0.0,0.0,6.0,4.0,0
30.155,-97.859,5,1,0.0,0.2,19.6,2.4,0
30.155,-97.84,1,1,0.0,1.0,15.0,6.0,0
30.155,-97.837,3,1,0.0,0.3333333333333333,11.0,2.0,0
30.155,-97.836,5,6,0.0,1.2,11.4,3.4,0
30.155,-97.835,1,0,0.0,0.0,9.0,5.0,0
30.155,-97.834,1,5,1.0,0.0,22.0,6.0,0
